Source;Target;Type;Weight
elisabeth;knecht_belagerung_kueche;Undirected;1
selbitz;zweiter_knecht;Undirected;1
erster_reichsknecht;zweiter_reichsknecht;Undirected;1
unbekannter;weislingen;Undirected;1
adelheid;elisabeth;Undirected;1
abt;liebetraut;Undirected;1
braeutigam;selbitz;Undirected;1
zigeunerhauptmann;zigeunermutter;Undirected;1
franz;lerse;Undirected;1
weislingen;zweiter_bauer;Undirected;1
zigeunermutter;zweite_zigeunerin;Undirected;1
erster_bauer;kohl;Undirected;1
bischof;franz;Undirected;1
erster_reichsknecht;goetz;Undirected;1
kohl;unbekannter;Undirected;1
ein_bedienter;olearius;Undirected;1
max_stumpf;metzler;Undirected;1
metzler;zweiter_reiter_bamberg;Undirected;1
franz;goetz;Undirected;1
erster_bauer;zweiter_bauer;Undirected;1
elisabeth;goetz;Undirected;9
franz;kammerfraeulein;Undirected;1
zigeunermutter;zweiter_zigeuner;Undirected;1
georg;selbitz;Undirected;4
georg;knecht_jagsthausen;Undirected;1
goetz;zweite_zigeunerin;Undirected;1
alter;link;Undirected;1
knab;sticks;Undirected;1
wolf;zweite_zigeunerin;Undirected;1
brautvater;georg;Undirected;1
klaeger;richter_des_heimlichen_gerichts;Undirected;1
alter;bauer_bauernkrieg;Undirected;1
aeltester;rufer;Undirected;1
dritter_zigeuner;knab;Undirected;1
erster_rat;schreiber;Undirected;1
link;wild;Undirected;1
adelheid;bischof;Undirected;1
erster_kaufmann;zweiter_kaufmann;Undirected;1
schricks;zigeunerhauptmann;Undirected;1
weislingen;zweiter_kaufmann;Undirected;1
wolf;zigeunerin;Undirected;1
ratsherr;wache;Undirected;1
kammerfraeulein;weislingen;Undirected;1
karl;maria;Undirected;1
erster_reiter_bamberg;metzler;Undirected;1
bauer_bauernkrieg;mutter;Undirected;1
alter;metzler;Undirected;1
wolf;zigeunerhauptmann;Undirected;2
erster_bauer;metzler;Undirected;1
elisabeth;georg;Undirected;3
kohl;zweiter_bauer;Undirected;1
schricks;zigeunerin;Undirected;1
max_stumpf;wild;Undirected;1
bauer_bauernhochzeit;goetz;Undirected;1
erster_reiter_berlichingen;metzler;Undirected;1
dritter_ritter;hauptmann;Undirected;1
klaeger;rufer;Undirected;1
goetz;zigeunermutter;Undirected;1
erster_knecht;georg;Undirected;1
erster_reiter_bamberg;sievers;Undirected;1
dritter_zigeuner;erster_zigeuner;Undirected;1
hauptmann;zweiter_offizier;Undirected;1
goetz;sickingen;Undirected;5
elisabeth;lerse;Undirected;5
dritter_zigeuner;zweiter_zigeuner;Undirected;1
georg;zweiter_knecht;Undirected;1
erster_rat;wache;Undirected;1
goetz;karl;Undirected;1
erster_knecht;selbitz;Undirected;1
bischof;weislingen;Undirected;1
link;mutter;Undirected;1
erster_zigeuner;zigeunerhauptmann;Undirected;1
gerichtsdiener;ratsherr;Undirected;1
adelheid;kammerfraeulein;Undirected;2
link;metzler;Undirected;3
hauptmann;zweiter_ritter;Undirected;1
link;unbekannter;Undirected;1
karl;reiter;Undirected;1
karl;weislingen;Undirected;1
hauptmann;ratsherr;Undirected;1
erster_zigeuner;knab;Undirected;1
erster_offizier;zweiter_offizier;Undirected;1
goetz;schreiber;Undirected;1
kohl;link;Undirected;2
erster_ritter;hauptmann;Undirected;1
erster_ritter;zweiter_ritter;Undirected;1
dritter_zigeuner;sticks;Undirected;1
goetz;ratsherr;Undirected;1
erster_reiter_berlichingen;wirt;Undirected;1
goetz;sticks;Undirected;1
elisabeth;reiter;Undirected;1
gerichtsdiener;wache;Undirected;1
goetz;selbitz;Undirected;7
erster_knecht;goetz;Undirected;1
metzler;zweiter_bauer;Undirected;1
goetz;kohl;Undirected;2
unbekannter;zweiter_bauer;Undirected;1
mutter;weib;Undirected;1
dritter_zigeuner;zigeunerhauptmann;Undirected;1
goetz;zweiter_bauer;Undirected;1
bischof;olearius;Undirected;1
georg;knechte_bei_tische;Undirected;1
erster_reiter_berlichingen;sievers;Undirected;1
abt;bischof;Undirected;1
sticks;zweiter_zigeuner;Undirected;1
braeutigam;goetz;Undirected;1
kohl;metzler;Undirected;2
erster_reiter_bamberg;zweiter_reiter_berlichingen;Undirected;1
elisabeth;knechte_bei_tische;Undirected;1
wirt;zweiter_reiter_bamberg;Undirected;1
sticks;zigeunermutter;Undirected;1
knab;zigeunermutter;Undirected;1
elisabeth;weislingen;Undirected;2
bote;franz;Undirected;1
erster_bauer;weislingen;Undirected;1
bauer_bauernhochzeit;selbitz;Undirected;1
elisabeth;franz;Undirected;2
erster_reiter_berlichingen;zweiter_reiter_bamberg;Undirected;1
ein_bedienter;liebetraut;Undirected;1
link;zweiter_bauer;Undirected;1
georg;maria;Undirected;1
goetz;knab;Undirected;1
sticks;zweite_zigeunerin;Undirected;1
erster_zigeuner;sticks;Undirected;1
goetz;knechte_bei_tische;Undirected;1
wolf;zweiter_zigeuner;Undirected;1
gerichtsdiener;hauptmann;Undirected;1
knab;zweiter_zigeuner;Undirected;1
link;weislingen;Undirected;1
goetz;zigeunerhauptmann;Undirected;2
erster_bauer;link;Undirected;1
erster_reiter_bamberg;erster_reiter_berlichingen;Undirected;1
abt;olearius;Undirected;1
hauptmann;wache;Undirected;1
goetz;zigeunerin;Undirected;1
goetz;wild;Undirected;1
kaiser;weislingen;Undirected;1
kammerfraeulein;liebetraut;Undirected;1
erster_kaufmann;kaiser;Undirected;1
reiter;weislingen;Undirected;1
bischof;ein_bedienter;Undirected;1
goetz;wolf;Undirected;2
dritter_zigeuner;goetz;Undirected;1
richter_des_heimlichen_gerichts;rufer;Undirected;1
metzler;sievers;Undirected;1
alter;mutter;Undirected;1
schricks;wolf;Undirected;1
franz;weislingen;Undirected;7
hauptmann;vierter_ritter;Undirected;1
erster_reiter_bamberg;wirt;Undirected;1
ratsherr;schreiber;Undirected;1
hauptmann;schreiber;Undirected;1
bauer_bauernhochzeit;brautvater;Undirected;1
georg;zweiter_reichsknecht;Undirected;1
maria;weislingen;Undirected;3
kohl;max_stumpf;Undirected;1
hauptmann;selbitz;Undirected;1
lerse;selbitz;Undirected;2
brautvater;selbitz;Undirected;1
bauer_bauernkrieg;link;Undirected;1
erster_zigeuner;zweite_zigeunerin;Undirected;1
goetz;unbekannter;Undirected;1
knecht_jagsthausen;maria;Undirected;1
zigeunerhauptmann;zweiter_zigeuner;Undirected;1
metzler;weib;Undirected;1
sievers;wirt;Undirected;1
erster_zigeuner;zigeunermutter;Undirected;1
goetz;zweiter_knecht;Undirected;1
bauer_bauernhochzeit;georg;Undirected;1
dritter_zigeuner;zweite_zigeunerin;Undirected;1
kohl;wild;Undirected;1
metzler;zweiter_reiter_berlichingen;Undirected;1
knab;wolf;Undirected;1
erster_kaufmann;weislingen;Undirected;1
goetz;maria;Undirected;5
metzler;mutter;Undirected;1
wolf;zigeunermutter;Undirected;1
goetz;martin;Undirected;1
braeutigam;georg;Undirected;1
erster_rat;goetz;Undirected;1
brautvater;goetz;Undirected;1
erster_reichsknecht;georg;Undirected;1
erster_knecht;zweiter_knecht;Undirected;2
erster_bauer;goetz;Undirected;1
link;weib;Undirected;1
bauer_bauernkrieg;weib;Undirected;1
bauer_bauernhochzeit;braeutigam;Undirected;1
erster_zigeuner;wolf;Undirected;1
